,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,City,City_name,Delivery_person_Age,Delivery_person_Ratings,Multiple_deliveries,Time_taken_min,Distance,Speed,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude
2076,1900-01-01 09:50:00,Cloudy,Low,motorcycle,Urban,Ranchi,32.0,4.9,0.0,15.0,1.47,5.88,23.371292,85.327872,23.381292,85.337872
2077,1900-01-01 17:35:00,Sandstorms,Medium,scooter,Urban,Ranchi,38.0,4.6,0.0,22.0,18.88,51.49,23.371292,85.327872,23.501292,85.457872
2079,1900-01-01 23:30:00,Sunny,Low,motorcycle,Urban,Ranchi,34.0,5.0,1.0,21.0,18.88,53.94,23.371292,85.327872,23.501292,85.457872
2080,1900-01-01 18:25:00,Sunny,Medium,motorcycle,Metropolitian,Ranchi,29.0,4.7,0.0,15.0,18.88,75.52,23.371292,85.327872,23.501292,85.457872
2081,1900-01-01 20:50:00,Sandstorms,Jam,motorcycle,Metropolitian,Ranchi,35.0,4.7,0.0,26.0,8.8,20.31,23.371292,85.327872,23.431292,85.387872
2082,1900-01-01 22:45:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,24.0,4.6,1.0,19.0,4.41,13.93,23.371292,85.327872,23.401292,85.357872
2083,1900-01-01 18:20:00,Sunny,Medium,motorcycle,Metropolitian,Ranchi,31.0,4.6,0.0,25.0,10.23,24.55,23.374878,85.335739,23.444878,85.405739
2084,1900-01-01 10:55:00,Sunny,Low,scooter,Urban,Ranchi,31.0,5.0,1.0,13.0,1.47,6.78,23.374878,85.335739,23.384878,85.345739
2085,1900-01-01 23:30:00,Cloudy,Low,electric_scooter,Metropolitian,Ranchi,35.0,4.7,1.0,27.0,15.99,35.53,23.374878,85.335739,23.484878,85.445739
2086,1900-01-01 18:00:00,Fog,Medium,motorcycle,Metropolitian,Ranchi,32.0,4.9,1.0,28.0,7.32,15.69,23.374878,85.335739,23.424878,85.385739
2087,1900-01-01 21:05:00,Cloudy,Jam,motorcycle,Metropolitian,Ranchi,38.0,4.7,2.0,42.0,11.67,16.67,23.374878,85.335739,23.454878,85.415739
2088,1900-01-01 18:45:00,Sandstorms,Medium,scooter,Metropolitian,Ranchi,26.0,4.7,1.0,23.0,11.67,30.44,23.374878,85.335739,23.454878,85.415739
2089,1900-01-01 21:55:00,Stormy,Jam,motorcycle,Metropolitian,Ranchi,39.0,4.1,1.0,47.0,16.04,20.48,23.351489,85.324253,23.461489,85.434253
2090,1900-01-01 22:00:00,Windy,Jam,motorcycle,Metropolitian,Ranchi,23.0,4.6,1.0,34.0,10.26,18.11,23.351489,85.324253,23.421489,85.394253
2091,1900-01-01 12:25:00,Stormy,High,motorcycle,Metropolitian,Ranchi,33.0,4.3,1.0,33.0,5.88,10.69,23.351489,85.324253,23.391489,85.364253
2092,1900-01-01 16:15:00,Sunny,Medium,motorcycle,Metropolitian,Ranchi,27.0,4.7,0.0,21.0,5.88,16.8,23.351489,85.324253,23.391489,85.364253
2093,1900-01-01 19:35:00,Sunny,Jam,motorcycle,Urban,Ranchi,21.0,4.5,1.0,20.0,18.9,56.7,23.351489,85.324253,23.481489,85.454253
2094,1900-01-01 22:10:00,Sandstorms,Jam,motorcycle,Metropolitian,Ranchi,36.0,4.3,1.0,51.0,18.9,22.24,23.351489,85.324253,23.481489,85.454253
2095,1900-01-01 09:50:00,Sandstorms,Low,motorcycle,Metropolitian,Ranchi,24.0,4.1,1.0,26.0,2.95,6.81,23.351489,85.324253,23.371489,85.344253
2096,1900-01-01 22:20:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,37.0,4.8,1.0,12.0,4.42,22.1,23.351489,85.324253,23.381489,85.354253
2097,1900-01-01 19:40:00,Sandstorms,Jam,scooter,Urban,Ranchi,24.0,4.5,1.0,19.0,13.15,41.53,23.351489,85.324253,23.441489,85.414253
2098,1900-01-01 19:40:00,Fog,Jam,scooter,Urban,Ranchi,36.0,4.7,1.0,38.0,13.15,20.76,23.351489,85.324253,23.441489,85.414253
2099,1900-01-01 09:00:00,Fog,Low,scooter,Urban,Ranchi,22.0,4.6,1.0,15.0,1.48,5.92,23.333017,85.3172,23.343017,85.3272
2100,1900-01-01 15:30:00,Stormy,Medium,motorcycle,Metropolitian,Ranchi,35.0,4.9,1.0,28.0,5.89,12.62,23.333017,85.3172,23.373017,85.3572
2101,1900-01-01 18:30:00,Cloudy,Medium,scooter,Metropolitian,Ranchi,24.0,4.9,0.0,35.0,16.07,27.55,23.333017,85.3172,23.443017,85.4272
2102,1900-01-01 22:40:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,20.0,4.8,0.0,24.0,10.28,25.7,23.333017,85.3172,23.403017,85.3872
2103,1900-01-01 18:45:00,Cloudy,Medium,scooter,Metropolitian,Ranchi,30.0,4.6,1.0,18.0,7.36,24.53,23.333017,85.3172,23.383017,85.3672
2104,1900-01-01 17:20:00,Stormy,Medium,scooter,Urban,Ranchi,39.0,4.3,1.0,31.0,18.94,36.66,23.333017,85.3172,23.463017,85.4472
2106,1900-01-01 22:35:00,Cloudy,Low,motorcycle,Metropolitian,Ranchi,36.0,4.4,0.0,36.0,13.18,21.97,23.333017,85.3172,23.423017,85.4072
2107,1900-01-01 19:25:00,Sandstorms,Jam,motorcycle,Metropolitian,Ranchi,24.0,5.0,1.0,29.0,13.18,27.27,23.333017,85.3172,23.423017,85.4072
2108,1900-01-01 19:15:00,Sandstorms,Medium,scooter,Metropolitian,Ranchi,25.0,4.8,0.0,24.0,13.18,32.95,23.333017,85.3172,23.423017,85.4072
2109,1900-01-01 17:55:00,Sunny,Medium,motorcycle,Metropolitian,Ranchi,33.0,4.5,0.0,21.0,4.43,12.66,23.333017,85.3172,23.363017,85.3472
2110,1900-01-01 19:30:00,Cloudy,Jam,motorcycle,Metropolitian,Ranchi,39.0,4.9,1.0,36.0,13.18,21.97,23.333017,85.3172,23.423017,85.4072
2111,1900-01-01 17:20:00,Cloudy,Medium,motorcycle,Metropolitian,Ranchi,24.0,5.0,1.0,44.0,15.75,21.48,23.39925,85.390464,23.50925,85.500464
2112,1900-01-01 16:50:00,Windy,Medium,motorcycle,Metropolitian,Ranchi,36.0,4.7,1.0,26.0,5.78,13.34,23.39925,85.390464,23.43925,85.430464
2113,1900-01-01 20:40:00,Windy,Jam,scooter,Metropolitian,Ranchi,29.0,4.5,1.0,15.0,18.56,74.24,23.39925,85.390464,23.52925,85.520464
2114,1900-01-01 00:00:00,Sunny,Low,scooter,Metropolitian,Ranchi,34.0,5.0,1.0,29.0,18.56,38.4,23.39925,85.390464,23.52925,85.520464
2115,1900-01-01 10:50:00,Sunny,Low,scooter,Metropolitian,Ranchi,20.0,5.0,0.0,22.0,2.9,7.91,23.39925,85.390464,23.41925,85.410464
2117,1900-01-01 14:05:00,Cloudy,High,motorcycle,Urban,Surat,27.0,4.8,0.0,24.0,5.84,14.6,21.17106,72.789292,21.21106,72.829292
2118,1900-01-01 18:15:00,Cloudy,Medium,motorcycle,Metropolitian,Surat,23.0,4.7,1.0,32.0,10.17,19.07,21.17106,72.789292,21.24106,72.859292
2119,1900-01-01 23:05:00,Sunny,Low,scooter,Metropolitian,Surat,24.0,4.9,0.0,17.0,7.29,25.73,21.17106,72.789292,21.22106,72.839292
2120,1900-01-01 22:10:00,Windy,Jam,motorcycle,Metropolitian,Surat,28.0,5.0,1.0,21.0,11.61,33.17,21.17106,72.789292,21.25106,72.869292
2121,1900-01-01 22:20:00,Fog,Low,motorcycle,Metropolitian,Surat,21.0,4.6,0.0,17.0,8.73,30.81,21.17106,72.789292,21.23106,72.849292
2122,1900-01-01 23:35:00,Sunny,Low,motorcycle,Urban,Surat,22.0,4.6,1.0,28.0,13.05,27.96,21.17106,72.789292,21.26106,72.879292
2123,1900-01-01 18:40:00,Windy,Medium,scooter,Urban,Surat,34.0,4.0,1.0,34.0,4.38,7.73,21.17106,72.789292,21.20106,72.819292
2124,1900-01-01 20:30:00,Sandstorms,Jam,motorcycle,Metropolitian,Surat,33.0,4.4,1.0,43.0,10.16,14.18,21.186438,72.794115,21.256438,72.864115
2125,1900-01-01 20:40:00,Cloudy,Jam,motorcycle,Metropolitian,Surat,27.0,4.6,1.0,40.0,15.88,23.82,21.186438,72.794115,21.296438,72.904115
2126,1900-01-01 23:25:00,Windy,Low,motorcycle,Metropolitian,Surat,35.0,4.3,0.0,25.0,7.28,17.47,21.186438,72.794115,21.236438,72.844115
2127,1900-01-01 21:10:00,Sandstorms,Jam,motorcycle,Metropolitian,Surat,34.0,4.1,1.0,46.0,18.72,24.42,21.186438,72.794115,21.316438,72.924115
2128,1900-01-01 22:40:00,Cloudy,Low,scooter,Urban,Surat,23.0,4.6,1.0,20.0,11.6,34.8,21.186438,72.794115,21.266438,72.874115
2129,1900-01-01 22:10:00,Sandstorms,Jam,motorcycle,Urban,Surat,20.0,4.9,0.0,16.0,7.28,27.3,21.186438,72.794115,21.236438,72.844115
2130,1900-01-01 18:00:00,Cloudy,Medium,motorcycle,Urban,Surat,28.0,4.8,1.0,29.0,8.72,18.04,21.186438,72.794115,21.246438,72.854115
2131,1900-01-01 23:20:00,Sunny,Low,motorcycle,Metropolitian,Surat,29.0,4.7,1.0,15.0,8.72,34.88,21.186438,72.794115,21.246438,72.854115
2132,1900-01-01 18:00:00,Fog,Medium,motorcycle,Metropolitian,Surat,36.0,4.4,0.0,40.0,15.88,23.82,21.186608,72.794136,21.296608,72.904136
2133,1900-01-01 15:55:00,Sandstorms,Medium,motorcycle,Metropolitian,Surat,32.0,4.0,2.0,32.0,5.83,10.93,21.186608,72.794136,21.226608,72.834136
2134,1900-01-01 11:00:00,Windy,Low,scooter,Metropolitian,Surat,27.0,4.6,0.0,12.0,1.46,7.3,21.186608,72.794136,21.196608,72.804136
2135,1900-01-01 21:25:00,Stormy,Jam,motorcycle,Metropolitian,Surat,25.0,4.5,1.0,23.0,10.16,26.5,21.186608,72.794136,21.256608,72.864136
2136,1900-01-01 19:55:00,Cloudy,Jam,scooter,Metropolitian,Surat,29.0,4.1,1.0,33.0,15.88,28.87,21.186608,72.794136,21.296608,72.904136
2137,1900-01-01 19:40:00,Windy,Jam,motorcycle,Metropolitian,Surat,32.0,3.8,0.0,31.0,15.88,30.74,21.186608,72.794136,21.296608,72.904136
2138,1900-01-01 10:40:00,Sunny,Low,scooter,Urban,Surat,34.0,4.9,0.0,19.0,2.92,9.22,21.186608,72.794136,21.206608,72.814136
2139,1900-01-01 19:45:00,Cloudy,Jam,motorcycle,Urban,Surat,29.0,5.0,2.0,34.0,11.6,20.47,21.186608,72.794136,21.266608,72.874136
2140,1900-01-01 20:55:00,Stormy,Jam,scooter,Urban,Surat,34.0,4.8,1.0,31.0,8.72,16.88,21.186608,72.794136,21.246608,72.854136
2141,1900-01-01 23:45:00,Fog,Low,motorcycle,Metropolitian,Surat,34.0,4.8,1.0,21.0,8.72,24.91,21.186608,72.794136,21.246608,72.854136
2142,1900-01-01 19:10:00,Cloudy,Medium,motorcycle,Urban,Surat,28.0,4.9,0.0,12.0,4.38,21.9,21.186608,72.794136,21.216608,72.824136
2143,1900-01-01 14:45:00,Fog,High,motorcycle,Metropolitian,Surat,36.0,4.0,2.0,35.0,5.83,9.99,21.186884,72.793616,21.226884,72.833616
2144,1900-01-01 18:05:00,Windy,Medium,motorcycle,Metropolitian,Surat,30.0,4.7,0.0,44.0,10.16,13.85,21.186884,72.793616,21.256884,72.863616
2145,1900-01-01 20:30:00,Sunny,Jam,motorcycle,Metropolitian,Surat,35.0,4.0,1.0,34.0,15.88,28.02,21.186884,72.793616,21.296884,72.903616
2147,1900-01-01 23:55:00,Fog,Low,motorcycle,Metropolitian,Surat,36.0,4.1,1.0,39.0,11.6,17.85,21.186884,72.793616,21.266884,72.873616
2148,1900-01-01 23:50:00,Sandstorms,Low,motorcycle,Urban,Surat,27.0,4.8,0.0,18.0,11.6,38.67,21.186884,72.793616,21.266884,72.873616
2149,1900-01-01 23:30:00,Sandstorms,Low,motorcycle,Metropolitian,Surat,29.0,4.9,0.0,20.0,18.72,56.16,21.186884,72.793616,21.316884,72.923616
2150,1900-01-01 21:05:00,Stormy,Jam,scooter,Urban,Surat,32.0,4.9,1.0,28.0,4.38,9.39,21.186884,72.793616,21.216884,72.823616
2151,1900-01-01 20:40:00,Fog,Jam,motorcycle,Metropolitian,Surat,33.0,4.7,1.0,30.0,4.38,8.76,21.186884,72.793616,21.216884,72.823616
2152,1900-01-01 21:05:00,Stormy,Jam,motorcycle,Urban,Surat,37.0,4.8,2.0,37.0,10.14,16.44,21.173493,72.801953,21.243493,72.871953
2153,1900-01-01 19:40:00,Sunny,Jam,electric_scooter,Metropolitian,Surat,29.0,4.8,1.0,23.0,15.85,41.35,21.173493,72.801953,21.283493,72.911953
2154,1900-01-01 20:45:00,Fog,Jam,motorcycle,Metropolitian,Surat,28.0,5.0,1.0,44.0,10.14,13.83,21.173493,72.801953,21.243493,72.871953
2156,1900-01-01 10:15:00,Stormy,Low,scooter,Metropolitian,Surat,28.0,4.6,1.0,13.0,2.92,13.48,21.173493,72.801953,21.193493,72.821953
2157,1900-01-01 09:00:00,Stormy,Low,motorcycle,Urban,Surat,36.0,4.7,1.0,21.0,2.92,8.34,21.173493,72.801953,21.193493,72.821953
2158,1900-01-01 20:50:00,Stormy,Jam,motorcycle,Metropolitian,Surat,21.0,4.8,1.0,29.0,11.57,23.94,21.173493,72.801953,21.253493,72.881953
2159,1900-01-01 19:15:00,Sunny,Jam,electric_scooter,Urban,Surat,21.0,4.5,0.0,14.0,4.37,18.73,21.173493,72.801953,21.203493,72.831953
2160,1900-01-01 20:05:00,Stormy,Jam,scooter,Metropolitian,Surat,28.0,4.8,0.0,19.0,13.0,41.05,21.173493,72.801953,21.263493,72.891953
2162,1900-01-01 08:30:00,Stormy,Low,scooter,Metropolitian,Surat,28.0,4.6,0.0,16.0,1.46,5.47,21.175104,72.804342,21.185104,72.814342
2163,1900-01-01 20:10:00,Stormy,Jam,motorcycle,Metropolitian,Surat,26.0,4.2,1.0,31.0,12.99,25.14,21.175104,72.804342,21.265104,72.894342
2164,1900-01-01 23:55:00,Cloudy,Low,scooter,Metropolitian,Surat,26.0,5.0,1.0,17.0,8.7,30.71,21.175104,72.804342,21.235104,72.864342
2165,1900-01-01 21:20:00,Fog,Jam,motorcycle,Metropolitian,Surat,26.0,4.9,1.0,42.0,12.99,18.56,21.175104,72.804342,21.265104,72.894342
2166,1900-01-01 19:00:00,Windy,Medium,motorcycle,Urban,Surat,36.0,4.5,1.0,22.0,12.99,35.43,21.175104,72.804342,21.265104,72.894342
2167,1900-01-01 19:00:00,Sandstorms,Medium,motorcycle,Metropolitian,Surat,35.0,4.5,0.0,26.0,8.7,20.08,21.175104,72.804342,21.235104,72.864342
2168,1900-01-01 21:45:00,Stormy,Jam,motorcycle,Urban,Surat,25.0,4.7,0.0,19.0,18.64,58.86,21.185047,72.80859,21.315047,72.93859
2169,1900-01-01 10:45:00,Stormy,Low,motorcycle,Metropolitian,Surat,31.0,4.1,1.0,27.0,2.91,6.47,21.185047,72.80859,21.205047,72.82859
2170,1900-01-01 21:50:00,Windy,Jam,motorcycle,Metropolitian,Surat,23.0,4.5,0.0,23.0,7.25,18.91,21.185047,72.80859,21.235047,72.85859
2171,1900-01-01 23:45:00,Cloudy,Low,motorcycle,Metropolitian,Surat,28.0,4.7,1.0,24.0,8.69,21.72,21.185047,72.80859,21.245047,72.86859
2172,1900-01-01 22:55:00,Windy,Low,scooter,Metropolitian,Surat,33.0,4.8,0.7592242194891201,25.0,4.36,10.46,21.185047,72.80859,21.215047,72.83859
2173,1900-01-01 22:45:00,Stormy,Low,motorcycle,Metropolitian,Surat,32.0,4.6,0.0,22.0,8.69,23.7,21.185047,72.80859,21.245047,72.86859
2174,1900-01-01 08:55:00,Fog,Low,electric_scooter,Metropolitian,Surat,36.0,4.8,1.0,17.0,1.46,5.15,21.170798,72.790489,21.180798,72.800489
2175,1900-01-01 22:30:00,Windy,Low,motorcycle,Metropolitian,Surat,30.0,4.7,1.0,24.0,15.9,39.75,21.170798,72.790489,21.280798,72.900489
2176,1900-01-01 19:45:00,Windy,Jam,motorcycle,Metropolitian,Surat,23.0,4.6,1.0,30.0,15.9,31.8,21.170798,72.790489,21.280798,72.900489
2177,1900-01-01 21:10:00,Stormy,Jam,scooter,Metropolitian,Surat,29.0,4.8,1.0,29.0,18.74,38.77,21.170798,72.790489,21.300798,72.920489
2178,1900-01-01 23:35:00,Fog,Low,scooter,Metropolitian,Surat,22.0,4.6,0.0,11.0,7.28,39.71,21.170798,72.790489,21.220798,72.840489
2179,1900-01-01 09:10:00,Windy,Low,electric_scooter,Urban,Surat,38.0,4.8,1.0,20.0,2.93,8.79,21.170798,72.790489,21.190798,72.810489
2180,1900-01-01 20:20:00,Sunny,Jam,scooter,Metropolitian,Surat,32.0,4.8,1.0,15.0,11.61,46.44,21.170798,72.790489,21.250798,72.870489
2182,1900-01-01 11:10:00,Sandstorms,Low,scooter,Metropolitian,Surat,20.0,4.8,1.0,19.0,1.46,4.61,21.173343,72.792731,21.183343,72.802731
2183,1900-01-01 22:25:00,Sunny,Low,scooter,Metropolitian,Surat,24.0,2.9,1.0,36.0,10.17,16.95,21.173343,72.792731,21.243343,72.862731
2184,1900-01-01 18:45:00,Sunny,Medium,motorcycle,Metropolitian,Surat,23.0,4.9,1.0,10.0,10.17,61.02,21.173343,72.792731,21.243343,72.862731
2187,1900-01-01 19:10:00,Cloudy,Medium,motorcycle,Metropolitian,Surat,32.0,4.9,0.0,41.0,13.03,19.07,21.173343,72.792731,21.263343,72.882731
2188,1900-01-01 09:35:00,Cloudy,Low,motorcycle,Metropolitian,Surat,21.0,4.5,1.0,17.0,1.46,5.15,21.175975,72.795503,21.185975,72.805503
2189,1900-01-01 21:20:00,Windy,Jam,motorcycle,Metropolitian,Surat,32.0,4.9,1.0,38.0,15.88,25.07,21.175975,72.795503,21.285975,72.905503
2190,1900-01-01 09:35:00,Stormy,Low,scooter,Metropolitian,Surat,26.0,4.8,0.0,18.0,1.46,4.87,21.175975,72.795503,21.185975,72.805503
2191,1900-01-01 19:50:00,Cloudy,Jam,scooter,Metropolitian,Surat,31.0,4.6,1.0,42.0,15.88,22.69,21.175975,72.795503,21.285975,72.905503
2192,1900-01-01 21:25:00,Fog,Jam,motorcycle,Metropolitian,Surat,35.0,4.6,1.0,45.0,15.88,21.17,21.175975,72.795503,21.285975,72.905503
2193,1900-01-01 10:25:00,Cloudy,Low,motorcycle,Metropolitian,Surat,27.0,4.8,1.0,16.0,1.46,5.47,21.175975,72.795503,21.185975,72.805503
2194,1900-01-01 23:50:00,Cloudy,Low,scooter,Metropolitian,Surat,20.0,4.8,0.7592242194891201,26.0,11.59,26.75,21.175975,72.795503,21.255975,72.875503
2195,1900-01-01 23:30:00,Sandstorms,Low,scooter,Metropolitian,Surat,35.0,5.0,1.0,16.0,18.71,70.16,21.175975,72.795503,21.305975,72.925503
2196,1900-01-01 10:55:00,Sandstorms,Low,motorcycle,Urban,Surat,37.0,4.1,1.0,30.0,2.92,5.84,21.175975,72.795503,21.195975,72.815503
2197,1900-01-01 23:00:00,Stormy,Low,scooter,Metropolitian,Surat,33.0,4.7,1.0,25.0,4.38,10.51,21.175975,72.795503,21.205975,72.825503
2198,1900-01-01 12:15:00,Sunny,High,scooter,Urban,Surat,22.0,4.7,1.0,18.0,5.87,19.57,21.157735,72.768778,21.197735,72.808778
2199,1900-01-01 12:20:00,Sandstorms,High,scooter,Metropolitian,Surat,29.0,4.6,1.0,18.0,5.87,19.57,21.157735,72.768778,21.197735,72.808778
2200,1900-01-01 18:00:00,Sandstorms,Medium,scooter,Urban,Surat,34.0,4.3,0.0,33.0,7.33,13.33,21.157735,72.768778,21.207735,72.818778
2201,1900-01-01 23:25:00,Sunny,Low,motorcycle,Metropolitian,Surat,31.0,4.8,0.0,25.0,4.41,10.58,21.157735,72.768778,21.187735,72.798778
2202,1900-01-01 23:30:00,Sunny,Low,scooter,Urban,Surat,20.0,4.9,0.0,21.0,4.41,12.6,21.157735,72.768778,21.187735,72.798778
2203,1900-01-01 21:40:00,Sandstorms,Jam,motorcycle,Metropolitian,Surat,25.0,5.0,1.0,39.0,15.79,24.29,21.183434,72.814492,21.293434,72.924492
2204,1900-01-01 13:05:00,Fog,High,motorcycle,Metropolitian,Surat,27.0,5.0,1.0,22.0,5.8,15.82,21.183434,72.814492,21.223434,72.854492
2205,1900-01-01 20:40:00,Cloudy,Jam,motorcycle,Metropolitian,Surat,27.0,4.4,2.0,42.0,10.11,14.44,21.183434,72.814492,21.253434,72.884492
2206,1900-01-01 13:45:00,Fog,High,scooter,Metropolitian,Surat,26.0,4.2,1.0,31.0,5.8,11.23,21.183434,72.814492,21.223434,72.854492
2207,1900-01-01 10:45:00,Stormy,Low,scooter,Metropolitian,Surat,33.0,4.7,1.0,24.0,1.46,3.65,21.183434,72.814492,21.193434,72.824492
2208,1900-01-01 18:15:00,Cloudy,Medium,scooter,Metropolitian,Surat,24.0,4.7,0.0,12.0,4.35,21.75,21.183434,72.814492,21.213434,72.844492
2209,1900-01-01 22:50:00,Stormy,Low,motorcycle,Metropolitian,Surat,32.0,5.0,1.0,25.0,12.96,31.1,21.183434,72.814492,21.273434,72.904492
2210,1900-01-01 00:05:00,Windy,Low,motorcycle,Urban,Surat,35.0,4.2,0.0,24.0,8.67,21.67,21.183434,72.814492,21.243434,72.874492
2211,1900-01-01 13:00:00,Fog,High,scooter,Metropolitian,Surat,37.0,4.3,1.0,36.0,5.84,9.73,21.170096,72.789122,21.210096,72.829122
2212,1900-01-01 11:40:00,Windy,High,motorcycle,Urban,Surat,39.0,4.2,0.0,39.0,1.46,2.25,21.170096,72.789122,21.180096,72.799122
2213,1900-01-01 19:15:00,Cloudy,Medium,scooter,Metropolitian,Surat,25.0,4.2,1.0,39.0,10.17,15.65,21.170096,72.789122,21.240096,72.859122
2214,1900-01-01 15:55:00,Stormy,Medium,motorcycle,Metropolitian,Surat,28.0,4.6,0.0,27.0,5.84,12.98,21.170096,72.789122,21.210096,72.829122
2215,1900-01-01 19:35:00,Sunny,Jam,motorcycle,Urban,Surat,22.0,3.8,1.0,40.0,7.29,10.94,21.170096,72.789122,21.220096,72.839122
2216,1900-01-01 22:05:00,Windy,Jam,motorcycle,Urban,Surat,39.0,4.1,1.0,37.0,18.74,30.39,21.170096,72.789122,21.300096,72.919122
2217,1900-01-01 17:45:00,Sunny,Medium,motorcycle,Urban,Surat,36.0,4.5,0.0,18.0,8.73,29.1,21.170096,72.789122,21.230096,72.849122
2218,1900-01-01 15:05:00,Fog,High,motorcycle,Metropolitian,Surat,30.0,5.0,1.0,28.0,5.87,12.58,21.157729,72.768726,21.197729,72.808726
2219,1900-01-01 17:35:00,Sandstorms,Medium,scooter,Metropolitian,Surat,39.0,4.5,1.0,34.0,15.99,28.22,21.157729,72.768726,21.267729,72.878726
2220,1900-01-01 10:10:00,Stormy,Low,motorcycle,Urban,Surat,24.0,4.2,1.0,29.0,1.47,3.04,21.157729,72.768726,21.167729,72.778726
2221,1900-01-01 21:20:00,Windy,Jam,scooter,Metropolitian,Surat,26.0,4.9,0.0,26.0,10.23,23.61,21.157729,72.768726,21.227729,72.838726
2222,1900-01-01 15:35:00,Sunny,Medium,motorcycle,Metropolitian,Surat,21.0,4.5,1.0,19.0,5.87,18.54,21.157729,72.768726,21.197729,72.808726
2223,1900-01-01 21:35:00,Fog,Jam,motorcycle,Metropolitian,Surat,36.0,5.0,1.0,44.0,15.99,21.8,21.157729,72.768726,21.267729,72.878726
2224,1900-01-01 15:40:00,Sandstorms,Medium,motorcycle,Urban,Surat,28.0,4.7,1.0,29.0,5.87,12.14,21.157729,72.768726,21.197729,72.808726
2225,1900-01-01 20:45:00,Stormy,Jam,scooter,Urban,Surat,20.0,4.6,1.0,16.0,11.68,43.8,21.157729,72.768726,21.237729,72.848726
2226,1900-01-01 23:40:00,Sandstorms,Low,motorcycle,Metropolitian,Surat,22.0,4.7,0.0,20.0,18.85,56.55,21.157729,72.768726,21.287729,72.898726
2227,1900-01-01 17:30:00,Sandstorms,Medium,motorcycle,Urban,Surat,27.0,4.5,0.0,21.0,7.33,20.94,21.157729,72.768726,21.207729,72.818726
2228,1900-01-01 19:05:00,Cloudy,Medium,motorcycle,Metropolitian,Surat,20.0,5.0,1.0,27.0,18.85,41.89,21.157729,72.768726,21.287729,72.898726
2229,1900-01-01 20:00:00,Cloudy,Jam,motorcycle,Urban,Surat,37.0,4.7,1.0,27.0,8.78,19.51,21.157729,72.768726,21.217729,72.828726
2230,1900-01-01 23:30:00,Fog,Low,scooter,Metropolitian,Surat,21.0,4.9,1.0,21.0,13.12,37.49,21.157729,72.768726,21.247729,72.858726
2231,1900-01-01 15:30:00,Sandstorms,Medium,scooter,Metropolitian,Surat,21.0,4.7,1.0,20.0,5.86,17.58,21.160522,72.771477,21.200522,72.811477
2232,1900-01-01 19:40:00,Sunny,Jam,motorcycle,Metropolitian,Surat,30.0,4.6,1.0,21.0,7.32,20.91,21.160522,72.771477,21.210522,72.821477
2233,1900-01-01 20:00:00,Fog,Jam,motorcycle,Metropolitian,Surat,21.0,4.5,1.0,48.0,18.83,23.54,21.160522,72.771477,21.290522,72.901477
2234,1900-01-01 20:00:00,Sunny,Jam,motorcycle,Metropolitian,Surat,33.0,4.6,0.0,26.0,4.4,10.15,21.160522,72.771477,21.190522,72.801477
2235,1900-01-01 18:35:00,Sandstorms,Medium,scooter,Metropolitian,Surat,33.0,4.7,0.0,24.0,13.11,32.77,21.160522,72.771477,21.250522,72.861477
2236,1900-01-01 21:15:00,Sandstorms,Jam,electric_scooter,Metropolitian,Surat,36.0,4.3,0.0,32.0,8.77,16.44,21.160522,72.771477,21.220522,72.831477
2237,1900-01-01 23:30:00,Cloudy,Low,scooter,Metropolitian,Surat,35.0,4.3,0.0,38.0,13.11,20.7,21.160522,72.771477,21.250522,72.861477
2238,1900-01-01 09:50:00,Windy,Low,motorcycle,Metropolitian,Surat,21.0,4.5,1.0,14.0,1.47,6.3,21.160437,72.774209,21.170437,72.784209
2239,1900-01-01 11:05:00,Windy,Low,scooter,Metropolitian,Surat,34.0,4.9,0.0,24.0,1.47,3.67,21.160437,72.774209,21.170437,72.784209
2240,1900-01-01 21:40:00,Sandstorms,Jam,motorcycle,Metropolitian,Surat,38.0,4.5,1.0,43.0,15.97,22.28,21.160437,72.774209,21.270437,72.884209
2241,1900-01-01 16:50:00,Sunny,Medium,scooter,Metropolitian,Surat,31.0,4.7,1.0,18.0,5.86,19.53,21.160437,72.774209,21.200437,72.814209
2242,1900-01-01 23:40:00,Windy,Low,scooter,Metropolitian,Surat,32.0,4.7,0.0,21.0,15.97,45.63,21.160437,72.774209,21.270437,72.884209
2243,1900-01-01 23:45:00,Sandstorms,Low,motorcycle,Metropolitian,Surat,28.0,5.0,0.0,14.0,18.82,80.66,21.160437,72.774209,21.290437,72.904209
2244,1900-01-01 18:30:00,Sunny,Medium,motorcycle,Urban,Surat,36.0,4.8,1.0,19.0,18.82,59.43,21.160437,72.774209,21.290437,72.904209
2245,1900-01-01 22:35:00,Sunny,Low,motorcycle,Metropolitian,Surat,38.0,4.7,1.0,29.0,8.77,18.14,21.160437,72.774209,21.220437,72.834209
2246,1900-01-01 17:45:00,Sandstorms,Medium,scooter,Metropolitian,Surat,29.0,4.8,1.0,28.0,4.4,9.43,21.160437,72.774209,21.190437,72.804209
2247,1900-01-01 15:30:00,Stormy,Medium,motorcycle,Metropolitian,Surat,32.0,4.8,1.0,28.0,5.86,12.56,21.149569,72.772697,21.189569,72.812697
